date,name,category,value
1970-01-01,Canada,Canada,6.353
1970-01-01,United States,United States,6.232
1970-01-01,Germany,United States,5.713
1970-01-01,Sweden,Sweden,5.506
1970-01-01,France,France,5.184
1970-01-01,New Zealand,New Zealand,5.073
1970-01-01,Finland,Finland,4.986
1970-01-01,Ireland,Ireland,4.907
1970-01-01,Switzerland,Switzerland,4.901
1970-01-01,Austria,Austria,4.838
1970-01-01,Iceland,Iceland,4.73
1970-01-01,Japan,Japan,4.362
1970-01-01,Norway,Norway,3.993
1970-01-01,United Kingdom,United Kingdom,3.971
1970-01-01,Belgium,Belgium,3.836
1970-01-01,Spain,Spain,3.145
1970-01-01,Korea,Korea,2.577
1970-01-01,Portugal,Portugal,2.261
1970-01-01,Australia,Australia,0
1970-01-01,Chile,Chile,0
1970-01-01,Czech Republic,Czech Republic,0
1970-01-01,Denmark,Denmark,0
1970-01-01,Estonia,Estonia,0
1970-01-01,Greece,Greece,0
1970-01-01,Hungary,Hungary,0
1970-01-01,Israel,Israel,0
1970-01-01,Italy,Italy,0
1970-01-01,Latvia,Latvia,0
1970-01-01,Lithuania,Lithuania,0
1970-01-01,Luxembourg,Luxembourg,0
1970-01-01,Mexico,Mexico,0
1970-01-01,Netherlands,Netherlands,0
1970-01-01,Poland,Poland,0
1970-01-01,Slovak Republic,Slovak Republic,0
1970-01-01,Slovenia,Slovenia,0
1970-01-01,Turkey,Turkey,0
1971-01-01,Denmark,Denmark,7.677
1971-01-01,Canada,Canada,6.611
1971-01-01,United States,United States,6.366
1971-01-01,Germany,Germany,6.185
1971-01-01,Sweden,Sweden,5.944
1971-01-01,Ireland,Ireland,5.816
1971-01-01,Finland,Finland,5.286
1971-01-01,Iceland,Iceland,5.17
1971-01-01,Switzerland,Switzerland,5.12
1971-01-01,New Zealand,New Zealand,5.007
1971-01-01,Austria,Austria,4.77
1971-01-01,Australia,Australia,4.548
1971-01-01,Japan,Japan,4.474
1971-01-01,Norway,Norway,4.263
1971-01-01,United Kingdom,United Kingdom,4.017
1971-01-01,Belgium,Belgium,3.922
1971-01-01,Spain,Spain,3.584
1971-01-01,Portugal,Portugal,2.422
1971-01-01,Korea,Korea,2.238
1971-01-01,Chile,Chile,0
1971-01-01,Czech Republic,Czech Republic,0
1971-01-01,Estonia,Estonia,0
1971-01-01,France,France,0
1971-01-01,Greece,Greece,0
1971-01-01,Hungary,Hungary,0
1971-01-01,Israel,Israel,0
1971-01-01,Italy,Italy,0
1971-01-01,Latvia,Latvia,0
1971-01-01,Lithuania,Lithuania,0
1971-01-01,Luxembourg,Luxembourg,0
1971-01-01,Mexico,Mexico,0
1971-01-01,Netherlands,Netherlands,0
1971-01-01,Poland,Poland,0
1971-01-01,Slovak Republic,Slovak Republic,0
1971-01-01,Slovenia,Slovenia,0
1971-01-01,Turkey,Turkey,0
1972-01-01,Denmark,Denmark,7.768
1972-01-01,Canada,Canada,6.528
1972-01-01,Germany,Germany,6.509
1972-01-01,United States,United States,6.499
1972-01-01,Sweden,Sweden,6.046
1972-01-01,Ireland,Ireland,5.883
1972-01-01,Netherlands,Netherlands,5.657
1972-01-01,Finland,Finland,5.381
1972-01-01,Switzerland,Switzerland,5.086
1972-01-01,Iceland,Iceland,5.068
1972-01-01,New Zealand,New Zealand,5.012
1972-01-01,Austria,Austria,4.765
1972-01-01,Norway,Norway,4.637
1972-01-01,Japan,Japan,4.58
1972-01-01,Australia,Australia,4.548
1972-01-01,United Kingdom,United Kingdom,4.088
1972-01-01,Belgium,Belgium,4.076
1972-01-01,Spain,Spain,3.782
1972-01-01,Portugal,Portugal,2.988
1972-01-01,Korea,Korea,2.04
1972-01-01,Chile,Chile,0
1972-01-01,Czech Republic,Czech Republic,0
1972-01-01,Estonia,Estonia,0
1972-01-01,France,France,0
1972-01-01,Greece,Greece,0
1972-01-01,Hungary,Hungary,0
1972-01-01,Israel,Israel,0
1972-01-01,Italy,Italy,0
1972-01-01,Latvia,Latvia,0
1972-01-01,Lithuania,Lithuania,0
1972-01-01,Luxembourg,Luxembourg,0
1972-01-01,Mexico,Mexico,0
1972-01-01,Poland,Poland,0
1972-01-01,Slovak Republic,Slovak Republic,0
1972-01-01,Slovenia,Slovenia,0
1972-01-01,Turkey,Turkey,0
1973-01-01,Denmark,Denmark,7.585
1973-01-01,Germany,Germany,6.828
1973-01-01,United States,United States,6.517
1973-01-01,Canada,Canada,6.207
1973-01-01,Sweden,Sweden,6.02
1973-01-01,Ireland,Ireland,6.018
1973-01-01,Netherlands,Netherlands,5.698
1973-01-01,New Zealand,New Zealand,5.267
1973-01-01,Finland,Finland,5.231
1973-01-01,Switzerland,Switzerland,5.161
1973-01-01,Austria,Austria,4.857
1973-01-01,Norway,Norway,4.788
1973-01-01,Iceland,Iceland,4.644
1973-01-01,Australia,Australia,4.512
1973-01-01,Japan,Japan,4.459
1973-01-01,Belgium,Belgium,4.355
1973-01-01,United Kingdom,United Kingdom,4.019
1973-01-01,Spain,Spain,3.699
1973-01-01,Portugal,Portugal,3.231
1973-01-01,Korea,Korea,1.749
1973-01-01,Chile,Chile,0
1973-01-01,Czech Republic,Czech Republic,0
1973-01-01,Estonia,Estonia,0
1973-01-01,France,France,0
1973-01-01,Greece,Greece,0
1973-01-01,Hungary,Hungary,0
1973-01-01,Israel,Israel,0
1973-01-01,Italy,Italy,0
1973-01-01,Latvia,Latvia,0
1973-01-01,Lithuania,Lithuania,0
1973-01-01,Luxembourg,Luxembourg,0
1973-01-01,Mexico,Mexico,0
1973-01-01,Poland,Poland,0
1973-01-01,Slovak Republic,Slovak Republic,0
1973-01-01,Slovenia,Slovenia,0
1973-01-01,Turkey,Turkey,0
1974-01-01,Denmark,Denmark,8.291
1974-01-01,Germany,Germany,7.353
1974-01-01,United States,United States,6.836
1974-01-01,Ireland,Ireland,6.505
1974-01-01,Sweden,Sweden,6.26
1974-01-01,Canada,Canada,6.091
1974-01-01,New Zealand,New Zealand,5.93
1974-01-01,Netherlands,Netherlands,5.895
1974-01-01,Switzerland,Switzerland,5.512
1974-01-01,Iceland,Iceland,5.302
1974-01-01,Finland,Finland,5.168
1974-01-01,Australia,Australia,5.114
1974-01-01,Austria,Austria,5.086
1974-01-01,Japan,Japan,4.895
1974-01-01,Norway,Norway,4.788
1974-01-01,United Kingdom,United Kingdom,4.647
1974-01-01,Belgium,Belgium,4.419
1974-01-01,Spain,Spain,4.028
1974-01-01,Portugal,Portugal,3.456
1974-01-01,Korea,Korea,1.521
1974-01-01,Chile,Chile,0
1974-01-01,Czech Republic,Czech Republic,0
1974-01-01,Estonia,Estonia,0
1974-01-01,France,France,0
1974-01-01,Greece,Greece,0
1974-01-01,Hungary,Hungary,0
1974-01-01,Israel,Israel,0
1974-01-01,Italy,Italy,0
1974-01-01,Latvia,Latvia,0
1974-01-01,Lithuania,Lithuania,0
1974-01-01,Luxembourg,Luxembourg,0
1974-01-01,Mexico,Mexico,0
1974-01-01,Poland,Poland,0
1974-01-01,Slovak Republic,Slovak Republic,0
1974-01-01,Slovenia,Slovenia,0
1974-01-01,Turkey,Turkey,0
1975-01-01,Denmark,Denmark,8.536
1975-01-01,Germany,Germany,8.017
1975-01-01,United States,United States,7.171
1975-01-01,Ireland,Ireland,6.593
1975-01-01,Sweden,Sweden,6.545
1975-01-01,Canada,Canada,6.538
1975-01-01,Austria,Austria,6.507
1975-01-01,New Zealand,New Zealand,6.466
1975-01-01,Switzerland,Switzerland,6.281
1975-01-01,Netherlands,Netherlands,6.238
1975-01-01,France,France,6.136
1975-01-01,Australia,Australia,5.761
1975-01-01,Iceland,Iceland,5.727
1975-01-01,Finland,Finland,5.65
1975-01-01,Belgium,Belgium,5.518
1975-01-01,Japan,Japan,5.413
1975-01-01,Norway,Norway,5.194
1975-01-01,United Kingdom,United Kingdom,4.933
1975-01-01,Portugal,Portugal,4.731
1975-01-01,Israel,Israel,4.451
1975-01-01,Spain,Spain,4.192
1975-01-01,Korea,Korea,2.306
1975-01-01,Turkey,Turkey,2.156
1975-01-01,Chile,Chile,0
1975-01-01,Czech Republic,Czech Republic,0
1975-01-01,Estonia,Estonia,0
1975-01-01,Greece,Greece,0
1975-01-01,Hungary,Hungary,0
1975-01-01,Italy,Italy,0
1975-01-01,Latvia,Latvia,0
1975-01-01,Lithuania,Lithuania,0
1975-01-01,Luxembourg,Luxembourg,0
1975-01-01,Mexico,Mexico,0
1975-01-01,Poland,Poland,0
1975-01-01,Slovak Republic,Slovak Republic,0
1975-01-01,Slovenia,Slovenia,0
1976-01-01,Denmark,Denmark,8.441
1976-01-01,Germany,Germany,8.038
1976-01-01,United States,United States,7.419
1976-01-01,Sweden,Sweden,6.831
1976-01-01,Austria,Austria,6.74
1976-01-01,Canada,Canada,6.574
1976-01-01,Switzerland,Switzerland,6.502
1976-01-01,Ireland,Ireland,6.436
1976-01-01,Netherlands,Netherlands,6.176
1976-01-01,New Zealand,New Zealand,6.055
1976-01-01,Finland,Finland,5.988
1976-01-01,Australia,Australia,5.778
1976-01-01,Belgium,Belgium,5.725
1976-01-01,Japan,Japan,5.413
1976-01-01,Iceland,Iceland,5.373
1976-01-01,Norway,Norway,5.324
1976-01-01,Israel,Israel,5.106
1976-01-01,United Kingdom,United Kingdom,4.949
1976-01-01,Spain,Spain,4.668
1976-01-01,Portugal,Portugal,4.579
1976-01-01,Luxembourg,Luxembourg,3.898
1976-01-01,Korea,Korea,2.332
1976-01-01,Turkey,Turkey,1.695
1976-01-01,Chile,Chile,0
1976-01-01,Czech Republic,Czech Republic,0
1976-01-01,Estonia,Estonia,0
1976-01-01,France,France,0
1976-01-01,Greece,Greece,0
1976-01-01,Hungary,Hungary,0
1976-01-01,Italy,Italy,0
1976-01-01,Latvia,Latvia,0
1976-01-01,Lithuania,Lithuania,0
1976-01-01,Mexico,Mexico,0
1976-01-01,Poland,Poland,0
1976-01-01,Slovak Republic,Slovak Republic,0
1976-01-01,Slovenia,Slovenia,0
1977-01-01,Denmark,Denmark,8.259
1977-01-01,Germany,Germany,7.971
1977-01-01,United States,United States,7.668
1977-01-01,Sweden,Sweden,7.588
1977-01-01,Austria,Austria,6.681
1977-01-01,Canada,Canada,6.553
1977-01-01,Switzerland,Switzerland,6.497
1977-01-01,New Zealand,New Zealand,6.325
1977-01-01,Netherlands,Netherlands,6.265
1977-01-01,Belgium,Belgium,6.193
1977-01-01,Finland,Finland,6.192
1977-01-01,Ireland,Ireland,6.134
1977-01-01,Australia,Australia,6.078
1977-01-01,Israel,Israel,5.758
1977-01-01,Japan,Japan,5.549
1977-01-01,Norway,Norway,5.547
1977-01-01,Iceland,Iceland,5.32
1977-01-01,Spain,Spain,4.916
1977-01-01,United Kingdom,United Kingdom,4.846
1977-01-01,Luxembourg,Luxembourg,4.24
1977-01-01,Portugal,Portugal,4.086
1977-01-01,Korea,Korea,2.214
1977-01-01,Turkey,Turkey,1.988
1977-01-01,Chile,Chile,0
1977-01-01,Czech Republic,Czech Republic,0
1977-01-01,Estonia,Estonia,0
1977-01-01,France,France,0
1977-01-01,Greece,Greece,0
1977-01-01,Hungary,Hungary,0
1977-01-01,Italy,Italy,0
1977-01-01,Latvia,Latvia,0
1977-01-01,Lithuania,Lithuania,0
1977-01-01,Mexico,Mexico,0
1977-01-01,Poland,Poland,0
1977-01-01,Slovak Republic,Slovak Republic,0
1977-01-01,Slovenia,Slovenia,0
1978-01-01,Denmark,Denmark,8.377
1978-01-01,Germany,Germany,8.046
1978-01-01,United States,United States,7.64
1978-01-01,Sweden,Sweden,7.636
1978-01-01,Austria,Austria,6.949
1978-01-01,New Zealand,New Zealand,6.738
1978-01-01,Canada,Canada,6.526
1978-01-01,Switzerland,Switzerland,6.507
1978-01-01,Ireland,Ireland,6.459
1978-01-01,Belgium,Belgium,6.382
1978-01-01,Netherlands,Netherlands,6.382
1978-01-01,Israel,Israel,6.324
1978-01-01,Finland,Finland,6.131
1978-01-01,Norway,Norway,6.093
1978-01-01,Australia,Australia,5.94
1978-01-01,Japan,Japan,5.736
1978-01-01,Iceland,Iceland,5.724
1978-01-01,Spain,Spain,4.954
1978-01-01,United Kingdom,United Kingdom,4.798
1978-01-01,Luxembourg,Luxembourg,4.475
1978-01-01,Portugal,Portugal,4.214
1978-01-01,Korea,Korea,2.405
1978-01-01,Turkey,Turkey,2.226
1978-01-01,Chile,Chile,0
1978-01-01,Czech Republic,Czech Republic,0
1978-01-01,Estonia,Estonia,0
1978-01-01,France,France,0
1978-01-01,Greece,Greece,0
1978-01-01,Hungary,Hungary,0
1978-01-01,Italy,Italy,0
1978-01-01,Latvia,Latvia,0
1978-01-01,Lithuania,Lithuania,0
1978-01-01,Mexico,Mexico,0
1978-01-01,Poland,Poland,0
1978-01-01,Slovak Republic,Slovak Republic,0
1978-01-01,Slovenia,Slovenia,0
1979-01-01,Denmark,Denmark,8.474
1979-01-01,Germany,Germany,7.899
1979-01-01,United States,United States,7.772
1979-01-01,Sweden,Sweden,7.526
1979-01-01,Austria,Austria,6.924
1979-01-01,Israel,Israel,6.863
1979-01-01,Ireland,Ireland,6.796
1979-01-01,Switzerland,Switzerland,6.598
1979-01-01,Netherlands,Netherlands,6.544
1979-01-01,Iceland,Iceland,6.469
1979-01-01,Canada,Canada,6.414
1979-01-01,Belgium,Belgium,6.364
1979-01-01,New Zealand,New Zealand,6.327
1979-01-01,Finland,Finland,5.985
1979-01-01,Japan,Japan,5.857
1979-01-01,Australia,Australia,5.83
1979-01-01,Norway,Norway,5.569
1979-01-01,Spain,Spain,4.902
1979-01-01,United Kingdom,United Kingdom,4.74
1979-01-01,Luxembourg,Luxembourg,4.544
1979-01-01,Portugal,Portugal,4.095
1979-01-01,Korea,Korea,3.134
1979-01-01,Turkey,Turkey,2.293
1979-01-01,Chile,Chile,0
1979-01-01,Czech Republic,Czech Republic,0
1979-01-01,Estonia,Estonia,0
1979-01-01,France,France,0
1979-01-01,Greece,Greece,0
1979-01-01,Hungary,Hungary,0
1979-01-01,Italy,Italy,0
1979-01-01,Latvia,Latvia,0
1979-01-01,Lithuania,Lithuania,0
1979-01-01,Mexico,Mexico,0
1979-01-01,Poland,Poland,0
1979-01-01,Slovak Republic,Slovak Republic,0
1979-01-01,Slovenia,Slovenia,0
1980-01-01,Denmark,Denmark,8.416
1980-01-01,United States,United States,8.226
1980-01-01,Germany,Germany,8.098
1980-01-01,Sweden,Sweden,7.836
1980-01-01,Ireland,Ireland,7.497
1980-01-01,Austria,Austria,7.022
1980-01-01,Israel,Israel,6.957
1980-01-01,France,France,6.737
1980-01-01,Switzerland,Switzerland,6.631
1980-01-01,Netherlands,Netherlands,6.598
1980-01-01,Canada,Canada,6.588
1980-01-01,Japan,Japan,6.247
1980-01-01,Belgium,Belgium,6.148
1980-01-01,Iceland,Iceland,5.99
1980-01-01,Finland,Finland,5.912
1980-01-01,Australia,Australia,5.831
1980-01-01,New Zealand,New Zealand,5.762
1980-01-01,Norway,Norway,5.41
1980-01-01,United Kingdom,United Kingdom,5.063
1980-01-01,Spain,Spain,4.967
1980-01-01,Portugal,Portugal,4.789
1980-01-01,Luxembourg,Luxembourg,4.642
1980-01-01,Korea,Korea,3.458
1980-01-01,Turkey,Turkey,2.361
1980-01-01,Chile,Chile,0
1980-01-01,Czech Republic,Czech Republic,0
1980-01-01,Estonia,Estonia,0
1980-01-01,Greece,Greece,0
1980-01-01,Hungary,Hungary,0
1980-01-01,Italy,Italy,0
1980-01-01,Latvia,Latvia,0
1980-01-01,Lithuania,Lithuania,0
1980-01-01,Mexico,Mexico,0
1980-01-01,Poland,Poland,0
1980-01-01,Slovak Republic,Slovak Republic,0
1980-01-01,Slovenia,Slovenia,0
1981-01-01,Denmark,Denmark,8.575
1981-01-01,United States,United States,8.515
1981-01-01,Germany,Germany,8.397
1981-01-01,Sweden,Sweden,7.939
1981-01-01,Ireland,Ireland,7.092
1981-01-01,Canada,Canada,6.789
1981-01-01,Israel,Israel,6.745
1981-01-01,Switzerland,Switzerland,6.691
1981-01-01,Netherlands,Netherlands,6.69
1981-01-01,Belgium,Belgium,6.561
1981-01-01,Japan,Japan,6.33
1981-01-01,Iceland,Iceland,6.121
1981-01-01,Finland,Finland,6.036
1981-01-01,Austria,Austria,6.024
1981-01-01,Australia,Australia,5.841
1981-01-01,New Zealand,New Zealand,5.719
1981-01-01,Norway,Norway,5.44
1981-01-01,United Kingdom,United Kingdom,5.285
1981-01-01,Spain,Spain,5.104
1981-01-01,Portugal,Portugal,5.024
1981-01-01,Luxembourg,Luxembourg,4.763
1981-01-01,Korea,Korea,3.597
1981-01-01,Turkey,Turkey,2.574
1981-01-01,Chile,Chile,0
1981-01-01,Czech Republic,Czech Republic,0
1981-01-01,Estonia,Estonia,0
1981-01-01,France,France,0
1981-01-01,Greece,Greece,0
1981-01-01,Hungary,Hungary,0
1981-01-01,Italy,Italy,0
1981-01-01,Latvia,Latvia,0
1981-01-01,Lithuania,Lithuania,0
1981-01-01,Mexico,Mexico,0
1981-01-01,Poland,Poland,0
1981-01-01,Slovak Republic,Slovak Republic,0
1981-01-01,Slovenia,Slovenia,0
1982-01-01,United States,United States,9.209
1982-01-01,Denmark,Denmark,8.624
1982-01-01,Germany,Germany,8.228
1982-01-01,Sweden,Sweden,8.026
1982-01-01,Canada,Canada,7.522
1982-01-01,Ireland,Ireland,6.948
1982-01-01,Netherlands,Netherlands,6.917
1982-01-01,Switzerland,Switzerland,6.828
1982-01-01,Israel,Israel,6.799
1982-01-01,Belgium,Belgium,6.788
1982-01-01,Japan,Japan,6.479
1982-01-01,Iceland,Iceland,6.412
1982-01-01,Finland,Finland,6.129
1982-01-01,Australia,Australia,6.107
1982-01-01,Austria,Austria,5.999
1982-01-01,New Zealand,New Zealand,5.759
1982-01-01,Norway,Norway,5.64
1982-01-01,Spain,Spain,5.196
1982-01-01,United Kingdom,United Kingdom,5.123
1982-01-01,Portugal,Portugal,5.084
1982-01-01,Luxembourg,Luxembourg,4.641
1982-01-01,Korea,Korea,3.556
1982-01-01,Turkey,Turkey,2.146
1982-01-01,Chile,Chile,0
1982-01-01,Czech Republic,Czech Republic,0
1982-01-01,Estonia,Estonia,0
1982-01-01,France,France,0
1982-01-01,Greece,Greece,0
1982-01-01,Hungary,Hungary,0
1982-01-01,Italy,Italy,0
1982-01-01,Latvia,Latvia,0
1982-01-01,Lithuania,Lithuania,0
1982-01-01,Mexico,Mexico,0
1982-01-01,Poland,Poland,0
1982-01-01,Slovak Republic,Slovak Republic,0
1982-01-01,Slovenia,Slovenia,0
1983-01-01,United States,United States,9.33
1983-01-01,Denmark,Denmark,8.418
1983-01-01,Germany,Germany,8.22
1983-01-01,Sweden,Sweden,7.937
1983-01-01,Canada,Canada,7.694
1983-01-01,Israel,Israel,7.27
1983-01-01,Switzerland,Switzerland,7.192
1983-01-01,Iceland,Iceland,7.03
1983-01-01,Ireland,Ireland,6.973
1983-01-01,Belgium,Belgium,6.954
1983-01-01,Netherlands,Netherlands,6.917
1983-01-01,Japan,Japan,6.549
1983-01-01,Finland,Finland,6.217
1983-01-01,Australia,Australia,6.054
1983-01-01,Austria,Austria,5.832
1983-01-01,Norway,Norway,5.822
1983-01-01,New Zealand,New Zealand,5.61
1983-01-01,Spain,Spain,5.348
1983-01-01,United Kingdom,United Kingdom,5.321
1983-01-01,Portugal,Portugal,4.824
1983-01-01,Luxembourg,Luxembourg,4.557
1983-01-01,Korea,Korea,3.449
1983-01-01,Turkey,Turkey,2.194
1983-01-01,Chile,Chile,0
1983-01-01,Czech Republic,Czech Republic,0
1983-01-01,Estonia,Estonia,0
1983-01-01,France,France,0
1983-01-01,Greece,Greece,0
1983-01-01,Hungary,Hungary,0
1983-01-01,Italy,Italy,0
1983-01-01,Latvia,Latvia,0
1983-01-01,Lithuania,Lithuania,0
1983-01-01,Mexico,Mexico,0
1983-01-01,Poland,Poland,0
1983-01-01,Slovak Republic,Slovak Republic,0
1983-01-01,Slovenia,Slovenia,0
1984-01-01,United States,United States,9.284
1984-01-01,Israel,Israel,8.799
1984-01-01,Germany,Germany,8.336
1984-01-01,Denmark,Denmark,7.97
1984-01-01,Sweden,Sweden,7.745
1984-01-01,Canada,Canada,7.58
1984-01-01,Switzerland,Switzerland,6.952
1984-01-01,Ireland,Ireland,6.815
1984-01-01,Belgium,Belgium,6.797
1984-01-01,Netherlands,Netherlands,6.64
1984-01-01,Iceland,Iceland,6.627
1984-01-01,Japan,Japan,6.368
1984-01-01,Finland,Finland,6.261
1984-01-01,Australia,Australia,6.025
1984-01-01,Austria,Austria,5.879
1984-01-01,Norway,Norway,5.479
1984-01-01,New Zealand,New Zealand,5.312
1984-01-01,United Kingdom,United Kingdom,5.237
1984-01-01,Spain,Spain,5.16
1984-01-01,Portugal,Portugal,4.95
1984-01-01,Luxembourg,Luxembourg,4.47
1984-01-01,Korea,Korea,3.279
1984-01-01,Turkey,Turkey,2.114
1984-01-01,Chile,Chile,0
1984-01-01,Czech Republic,Czech Republic,0
1984-01-01,Estonia,Estonia,0
1984-01-01,France,France,0
1984-01-01,Greece,Greece,0
1984-01-01,Hungary,Hungary,0
1984-01-01,Italy,Italy,0
1984-01-01,Latvia,Latvia,0
1984-01-01,Lithuania,Lithuania,0
1984-01-01,Mexico,Mexico,0
1984-01-01,Poland,Poland,0
1984-01-01,Slovak Republic,Slovak Republic,0
1984-01-01,Slovenia,Slovenia,0
1985-01-01,United States,United States,9.498
1985-01-01,Germany,Germany,8.481
1985-01-01,Denmark,Denmark,7.947
1985-01-01,France,France,7.643
1985-01-01,Canada,Canada,7.588
1985-01-01,Switzerland,Switzerland,7.51
1985-01-01,Sweden,Sweden,7.352
1985-01-01,Iceland,Iceland,6.863
1985-01-01,Belgium,Belgium,6.846
1985-01-01,Ireland,Ireland,6.832
1985-01-01,Finland,Finland,6.654
1985-01-01,Netherlands,Netherlands,6.629
1985-01-01,Israel,Israel,6.554
1985-01-01,Japan,Japan,6.481
1985-01-01,Australia,Australia,6.077
1985-01-01,Austria,Austria,6.008
1985-01-01,Norway,Norway,5.477
1985-01-01,Portugal,Portugal,5.367
1985-01-01,United Kingdom,United Kingdom,5.14
1985-01-01,Spain,Spain,5.044
1985-01-01,New Zealand,New Zealand,4.883
1985-01-01,Luxembourg,Luxembourg,4.53
1985-01-01,Korea,Korea,3.316
1985-01-01,Turkey,Turkey,1.49
1985-01-01,Chile,Chile,0
1985-01-01,Czech Republic,Czech Republic,0
1985-01-01,Estonia,Estonia,0
1985-01-01,Greece,Greece,0
1985-01-01,Hungary,Hungary,0
1985-01-01,Italy,Italy,0
1985-01-01,Latvia,Latvia,0
1985-01-01,Lithuania,Lithuania,0
1985-01-01,Mexico,Mexico,0
1985-01-01,Poland,Poland,0
1985-01-01,Slovak Republic,Slovak Republic,0
1985-01-01,Slovenia,Slovenia,0
1986-01-01,United States,United States,9.667
1986-01-01,Germany,Germany,8.376
1986-01-01,Canada,Canada,7.83
1986-01-01,Denmark,Denmark,7.734
1986-01-01,Switzerland,Switzerland,7.676
1986-01-01,Iceland,Iceland,7.324
1986-01-01,Sweden,Sweden,7.121
1986-01-01,Belgium,Belgium,7.017
1986-01-01,Finland,Finland,6.753
1986-01-01,Ireland,Ireland,6.739
1986-01-01,Netherlands,Netherlands,6.716
1986-01-01,Japan,Japan,6.414
1986-01-01,Australia,Australia,6.275
1986-01-01,Austria,Austria,6.115
1986-01-01,Israel,Israel,6.103
1986-01-01,Portugal,Portugal,5.932
1986-01-01,Norway,Norway,5.918
1986-01-01,United Kingdom,United Kingdom,5.125
1986-01-01,New Zealand,New Zealand,5.037
1986-01-01,Spain,Spain,5.005
1986-01-01,Luxembourg,Luxembourg,4.501
1986-01-01,Korea,Korea,3.192
1986-01-01,Turkey,Turkey,1.835
1986-01-01,Chile,Chile,0
1986-01-01,Czech Republic,Czech Republic,0
1986-01-01,Estonia,Estonia,0
1986-01-01,France,France,0
1986-01-01,Greece,Greece,0
1986-01-01,Hungary,Hungary,0
1986-01-01,Italy,Italy,0
1986-01-01,Latvia,Latvia,0
1986-01-01,Lithuania,Lithuania,0
1986-01-01,Mexico,Mexico,0
1986-01-01,Poland,Poland,0
1986-01-01,Slovak Republic,Slovak Republic,0
1986-01-01,Slovenia,Slovenia,0
1987-01-01,United States,United States,9.903
1987-01-01,Germany,Germany,8.48
1987-01-01,Denmark,Denmark,8.054
1987-01-01,Switzerland,Switzerland,7.859
1987-01-01,Canada,Canada,7.771
1987-01-01,Iceland,Iceland,7.502
1987-01-01,Sweden,Sweden,7.2
1987-01-01,Belgium,Belgium,7.123
1987-01-01,Finland,Finland,6.893
1987-01-01,Netherlands,Netherlands,6.825
1987-01-01,Ireland,Ireland,6.444
1987-01-01,Austria,Austria,6.405
1987-01-01,Japan,Japan,6.388
1987-01-01,Israel,Israel,6.199
1987-01-01,Norway,Norway,6.154
1987-01-01,Australia,Australia,6.111
1987-01-01,Portugal,Portugal,5.768
1987-01-01,New Zealand,New Zealand,5.575
1987-01-01,United Kingdom,United Kingdom,5.178
1987-01-01,Spain,Spain,5.074
1987-01-01,Luxembourg,Luxembourg,4.899
1987-01-01,Korea,Korea,3.109
1987-01-01,Turkey,Turkey,1.896
1987-01-01,Chile,Chile,0
1987-01-01,Czech Republic,Czech Republic,0
1987-01-01,Estonia,Estonia,0
1987-01-01,France,France,0
1987-01-01,Greece,Greece,0
1987-01-01,Hungary,Hungary,0
1987-01-01,Italy,Italy,0
1987-01-01,Latvia,Latvia,0
1987-01-01,Lithuania,Lithuania,0
1987-01-01,Mexico,Mexico,0
1987-01-01,Poland,Poland,0
1987-01-01,Slovak Republic,Slovak Republic,0
1987-01-01,Slovenia,Slovenia,0
1988-01-01,United States,United States,10.29
1988-01-01,Germany,Germany,8.66
1988-01-01,Denmark,Denmark,8.191
1988-01-01,Iceland,Iceland,8.092
1988-01-01,Switzerland,Switzerland,7.903
1988-01-01,Canada,Canada,7.769
1988-01-01,Belgium,Belgium,7.122
1988-01-01,Sweden,Sweden,7.116
1988-01-01,Netherlands,Netherlands,6.753
1988-01-01,Finland,Finland,6.7
1988-01-01,Italy,Italy,6.67
1988-01-01,Israel,Israel,6.439
1988-01-01,Austria,Austria,6.397
1988-01-01,Norway,Norway,6.291
1988-01-01,Ireland,Ireland,6.132
1988-01-01,Japan,Japan,6.105
1988-01-01,New Zealand,New Zealand,6.087
1988-01-01,Australia,Australia,6.066
1988-01-01,Portugal,Portugal,6.008
1988-01-01,Spain,Spain,5.643
1988-01-01,Greece,Greece,5.484
1988-01-01,United Kingdom,United Kingdom,5.089
1988-01-01,Luxembourg,Luxembourg,5.072
1988-01-01,Korea,Korea,3.245
1988-01-01,Turkey,Turkey,2.074
1988-01-01,Chile,Chile,0
1988-01-01,Czech Republic,Czech Republic,0
1988-01-01,Estonia,Estonia,0
1988-01-01,France,France,0
1988-01-01,Hungary,Hungary,0
1988-01-01,Latvia,Latvia,0
1988-01-01,Lithuania,Lithuania,0
1988-01-01,Mexico,Mexico,0
1988-01-01,Poland,Poland,0
1988-01-01,Slovak Republic,Slovak Republic,0
1988-01-01,Slovenia,Slovenia,0
1989-01-01,United States,United States,10.645
1989-01-01,Germany,Germany,8.063
1989-01-01,Denmark,Denmark,8.061
1989-01-01,Canada,Canada,7.976
1989-01-01,Iceland,Iceland,7.912
1989-01-01,Switzerland,Switzerland,7.909
1989-01-01,Sweden,Sweden,7.175
1989-01-01,Belgium,Belgium,7.066
1989-01-01,Netherlands,Netherlands,6.923
1989-01-01,Israel,Israel,6.912
1989-01-01,Finland,Finland,6.74
1989-01-01,Italy,Italy,6.657
1989-01-01,Austria,Austria,6.54
1989-01-01,New Zealand,New Zealand,6.24
1989-01-01,Australia,Australia,6.118
1989-01-01,Norway,Norway,6.118
1989-01-01,Greece,Greece,6.013
